DAVID STEMERMAN FOR GOVERNOR, INC. HENRY SCHAFFER, TREASURER. APPROVED BY DAVID STEMERMAN.,3718722
Hatfield 2018. Loretta Chory, Treasurer. Approved by Susan Hatfield. ,1477998
Ganim for Governor. Anthony Paoletto, Treasurer.  Approved by Joe Ganim.,846973
Team Tong 2018. Tim Larson, Treasurer. Approved by William Tong.,809910
Dita for CT Treasurer, Diana Sisler Treasurer. Approved by Dita Bhargava,806000
Ned for CT. Richard Smith Treasurer. Approved by Ned Lamont.,789000
Harry for CT,635385
Boughton for Governor, Michael J. Purcaro, Treasurer; Approved by Mark Boughton,539000
Linares for Treasurer, Harry Ruppenicker, Treasurer. Approved by Art Linares.,375000
the Steve Obsitnik for Governor Committee, Christopher B. Russo, Treasurer; Approved by Steve Obsitnik.,259848
,257620
the Steve Obsitnik for Governor Committee, Joseph Sledge, Treasurer; Approved by Steve Obsitnik.,253000
Oz 2018, Inc • Thomas J. Filomeno - Treasurer • Approved by Oz Griebel,170942
Change PAC. This message was made independent of any candidate or political party. Top donors are Republican Governors Association. Additional information about Change PAC may be found on the State Elections Enforcement Commission’s Internet website.,163592
SOLAR ENERGY TODAY,152430
Tony Guerrera for Senate. Sandy Nafis, Treasurer.,150000
Paid for by Matt for State Senate, Gene P. Nocera Treasurer; Approved by Matt Lesser,144845
Tim for Connecticut 2018. Thomas J. Daly, Treasurer. Approved by Timothy M. Herbst,131000
Gilchrest 2018, Judith Lohman, Treasurer, Approved by Jillian Gilchrest,119000
American Gas Association,119000
Dominic For Senate, Michele Berardo, Treasurer. Approved by Dominic Rapini ,96274
Melissa Ziobron 2018. Laurie Miller, Treasurer Approved by Melissa Ziobron,92000
Himes for Congress,89000
National Education Association,79398
Marx for CT. Dianna Kulmacz, Treasurer. Approved by Martha Marx.,77219
Mattei for CT, Michael Pare, Treasurer. Approved by Chris Mattei.,77000
Bosak for Senate.  Rashmi Patel, Treasurer.  Approved by Gerald R. Bosak,77000
Your Energy Connecticut,73000
U.S. Term Limits,55000
James Joseph Connolly (2397134148072),54000
ExxonMobil,51147
Corey for Senate,51000
Michelle Lapine McCabe 2018,50995
Paid for by Boughton for Governor. Michael J. Purcaro, Treasurer. Approved by Mark Boughton.,50000
Flynn 2018,44998
Leaders for a Stronger Connecticut,43000
Chapman for Secretary of the State, J. Kenneth Nowell, Treasurer,40000
Alex for CT. Dianna Kulmacz, Treasurer. Approved by Alex Tiktinsky.,38000
Paid for by Tim for Connecticut 2018. Thomas J. Daly, Treasurer. Approved by Timothy M. Herbst,36000
McKeen for State Senate, Robin Hettrick, Treasurer. Approved by Aili McKeen.McKeen for State Senate, Robin Hettrick, Treasurer. Approved by Aili McKeen.,36000
Ruby Corby-O'Neill for Congress,33170
the ASPCA,32212
Andrew Cuomo for Governor,30653
Mattei for CT, Doug Spencer, Treasurer. Approved by Chris Mattei.,30000
Abrams for State Senate, Peter N Hargett Treasurer, Approved by Mary Daugherty Abrams,30000
the Connecticut Business & Industry Association,28000
Friends of Elizabeth Esty,26000
Giacomi for State Rep, Eileen Conard, Treasurer; Approved by Steve Giacomi.,25889
Friends of Chris Murphy,21233
Tony G for Senate, Ila Tokarz, Treasurer.  Approved by Tony Giannattasio.,21000
Connecticut Natural Gas and Southern Connecticut Gas,21000
Coderre 2018, Kathleen Jenkins, Treasurer Approved by David W. Coderre,21000
DoSomething,20502
Truppa For Probate Judge, A. Constance Sear, Treasurer,20225
Witkos 2018, John Vamos, Treasurer. Approved by Kevin Witkos.,20000
Fishbein for Connecticut,20000
Candelora for State Rep, Dennis Cole, Treasurer. Approved by Vincent Candelora.,20000
Ferguson 138, Andrew Wetmore, Treasurer.  Approved by Michael Ferguson.,19566
March For Our Lives,18698
Beto for Texas,18491
Yankee Institute for Public Policy,18000
Sampson for CT, Barbara Roberts, Treasurer, Approved by Rob Sampson,17000
Frantz for State Senate. Robert J. Oca, Treasurer. Approved by Scott Frantz.,16092
THAD FOR CT TREASURER, J. KENNETH NOWELL TREASURER. APPROVED BY THAD GRAY,16000
Pacific Legal Foundation,15000
Christine Cohen 2018, William Bloss, Treasurer. Approved by Christine Cohen,15000
Pam For Senate,14977
4Ocean, LLC,14973
OZY Media,14488
Norm 2018, Lon Seidman Treasurer, Approved by Norm Needleman,14161
Future Generations Advocacy Project,13881
the Trump Make America Great Again Committee,12198
Napoli 2018, Dale O'Leary, Treasurer, Approved by Ron Napoli Jr.,12000
Jonathan Steinberg for State Representative,12000
ACLU of Connecticut,12000
Gillibrand for Senate,11761
Global Citizen,11514
Polletta for Rep, Eileen Conard, Treasurer. Approved by Joe Polletta.,11000
Northeast Charter Schools Network,11000
Aaron for Senate,11000
Leone for Senate, Moria Lyons Treasurer,10745
Patagonia ,10540
#VoteTogether,10180
The Glastonbury Democratic Town Committee.,10000
Jaumann 2018, Crystal A. White, Treasurer. Approved by Joseph A. Jaumann.,10000
Fred Wilms 2018, Bryan Meek Treasurer. Approved by Fred Wilms,10000
Diane Pagano for State Representative - Barbara Roberts, Treasurer - Approved by Diane Pagano,10000
Beth Bye 2018, Linda Levin Treasurer, Approved by Beth Bye.,10000
AARP Connecticut,10000
 Heather Somers for State Senate, Constantine Antipas Treasurer, Approved by Heather Somers.,10000
Peter Goselin,9999
MoveOn.org Civic Action.,9241
NRDC,9009
Planned Parenthood Federation of America,9000
Elizabeth for MA,8928
Protect Our Care,8868
NowThis,8534
Sierra Club,8151
DCCC,8150
Mic,8060
the Committee to Elect McKenney for CT 37th District, Janet Griggs, Treasurer,8000
Spectrum News,7954
Sandy Hook Promise,7847
the ACLU,7537
the ERTC.  Jason Jones, Treasurer.,7000
Madison Democratic Town Committee,7000
Greenberg for State Senate. Kelly P Ricciardi Treasurer. Approved by Adam D Greenberg.,7000
Friends of Bob Duff, John Mola, Treasurer. Approved by Bob Duff,7000
Build CT,6939
Working Assets Funding Service, Inc. on behalf of itself and its affiliate, CREDO Mobile, Inc.,6489
Larry Sharpe for Governor,6345
Mitch for Newtown, John D. Godin, Treasurer, Approved by Mitch Bolinsky,6000
Lockwood for Norwich, Regina Dickinson, Treasurer,6000
Andrew Lavery, Administrator of Vote NO For CT Democrats.,6000
Keep and Bear,5930
